,lm_id,name,abbrev
13244,LMFA01020386,18:1(12E)(11Me),FA 19:1
13245,LMFA01030897,"14:2(6Z,9Z)",FA 14:2
13246,LMFA01030902,"24:3(15Z,18Z,21Z)",FA 24:3
13247,LMGP01011453,"PC(15:1(9Z)/20:3(8Z,11Z,14Z))",PC 35:4
13248,LMPR0103010015,"18:1(5Z)(9Me,13Me,17Me)",
13249,LMGP01011727,"PC(18:4(6Z,9Z,12Z,15Z)/22:1(11Z))",PC 40:5
13250,LMGP01011765,PC(19:1(9Z)/17:1(9Z)),PC 36:2
13251,LMGP01011600,PC(18:1(9Z)/17:0),PC 35:1
13252,LMGP01020208,PC(O-18:0/19:1(9Z)),PC O-37:1
13253,LMGP01030101,PC(P-20:0/22:1(11Z)),PC O-42:2
13254,LMGP01011827,"PC(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))",PC 40:5
13255,LMGP01050134,PC(22:1(11Z)/0:0),LPC 22:1
13256,LMGP01012057,"PC(22:2(13Z,16Z)/20:3(8Z,11Z,14Z))",PC 42:5
13257,LMGP02010387,PE(13:0/17:1(9Z)),PE 30:1
13258,LMGP02010476,PE(15:1(9Z)/14:0),PE 29:1
13259,LMGP02010780,PE(19:0/19:1(9Z)),PE 38:1
13260,LMGP02010793,PE(19:1(9Z)/12:0),PE 31:1
13261,LMGP02010441,PE(14:1(9Z)/20:1(11Z)),PE 34:2
13262,LMGP02010686,"PE(18:3(6Z,9Z,12Z)/16:1(9Z))",PE 34:4
13263,LMGP02010825,PE(20:0/15:0),PE 35:0
13264,LMGP02010873,"PE(20:2(11Z,14Z)/14:0)",PE 34:2
13265,LMGP02011102,"PE(22:4(7Z,10Z,13Z,16Z)/12:0)",PE 34:4
13266,LMGP10010058,"PA(12:0/20:2(11Z,14Z))",PA 32:2
13267,LMGP10010494,"PA(19:1(9Z)/18:4(6Z,9Z,12Z,15Z))",PA 37:5
13268,LMGP06010248,"PI(17:2(9Z,12Z)/14:0)",PI 31:2
13269,LMGP04010124,"PG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))",PG 32:5
13270,LMGP10010313,"PA(18:0/18:3(6Z,9Z,12Z))",PA 36:3
13271,LMGP10010063,PA(12:0/22:1(11Z)),PA 34:1
13272,LMGP02011156,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/21:0)",PE 43:6
13273,LMGP04010489,PG(19:1(9Z)/17:1(9Z)),PG 36:2
13274,LMSL03000504,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",
13275,LMFA03110149,8-epi-5-F2t-IsoP,FA 20:3;O3
13276,LMFA11000058,"6,8-Diethyl-4-methyl-3E,5E,7E,9E-dodecatetraene",
13277,LMGL03015785,"TG(16:0/19:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",TG 57:5
13278,LMPK09000007,,
13279,LMST01040197,Sitosteryl glucoside,ST 29:1;O;Hex
13280,LMGL03015875,"TG(16:1(9Z)/19:1(9Z)/22:3(10Z,13Z,16Z))[iso6]",TG 57:5
13281,LMGL03015731,"TG(16:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6]",TG 52:5
13282,LMSP0502BM06,,Hex(4)-HexNAc-Fuc-Cer 44:1;O2
13283,LMPK12111937,Kaempferol 3-(2''-(E)-p-coumaroyl-alpha-L-arabinofuranoside),
13284,LMSP0601GE01,,Hex(3)-HexNAc-KDN-Cer 34:1;O2
13285,LMFA01031055,"3Z,9Z,12Z-Octadecatrienoic acid",FA 18:3
13286,LMFA04020341,"(11R,14R,17S)-d15-10-NeuroF[10S,13S]",FA 22:5;O4
13287,LMFA02030065,ent-9-A1-PhytoP,FA 18:4;O2
13288,LMFA02040112,"(9R,12S,16R)-d14-10-PhytoF[10S,13S]",FA 18:2;O4
13289,LMFA03110225,ent-11-epi-8-D2c-IsoP,FA 20:4;O3
13290,LMFA04010041,10-epi-7-F4c-NeuroP,FA 22:5;O3
13291,LMGP20010036,OKODiA-PC,PC 26:4;O3
13292,LMGP04010102,PG(14:0/20:1(11Z)),PG 34:1
13293,LMFA02030025,9-B1-PhytoP,FA 18:4;O2
13294,LMSP03030030,PI-Cer(d18:0/16:0(2OH)),IPC 34:0;O3
13295,LMFA02030029,9-D1c-PhytoP,FA 18:3;O3
13296,LMGL03012801,"TG(14:0/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3]",TG 54:4
13297,LMFA03130199,"(8S,11S,15S)-d13-9-IsoF[9S,12R]",FA 20:3;O4
13298,LMFA03130221,"(8S,12R,15S)-d9-11-IsoF[11S,14S]",FA 20:3;O4
13299,LMFA04020078,"(13S,16S,20S)-d18-14-NeuroF[14R,17S]",FA 22:5;O4
13300,LMFA04020093,"(10R,13S,17S)-d15-11-NeuroF[11R,14R]",FA 22:5;O4
13301,LMFA04020524,"(4S,7S,10R)-d5-8-NeuroF[8S,11S]",FA 22:5;O4
13302,LMFA07010656,4-Methyl-3-heptyl linoleate ,WE 26:2
13303,LMFA11000201,"11,17-Dimethylnonacosane",
13304,LMGL03016866,"TG(22:0/22:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",TG 66:6
13305,LMGP15040029,"LPIM4(18:2(9Z,12Z)/0:0)",LPIM4 18:2
13306,LMSL03000216,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S]))",
13307,LMGP20070013,PON-PA,PA 25:1;O
13308,LMSP0504AK06,,Hex(3)-HexNAc(2)-Fuc-Cer 44:1;O2
13309,LMSP05010056,"GlcCer(d18:2(4E,8Z)/24:0(2OH[R]))",HexCer 36:1;O
13310,LMSP0601FR06,,Hex(6)-HexNAc(3)-NeuAc-Cer 44:1;O2
13311,LMFA03110208,"ent-8,11-diepi-8-E2c-IsoP",FA 20:4;O3
13312,LMFA03130201,"(8R,12R,15R)-d9-11-IsoF[11S,14S]",FA 20:3;O4
13313,LMFA03130242,"(5R,8S,12R)-d10-6-IsoF[6R,9S]",FA 20:3;O4
13314,LMFA04010303,10-epi-10-E4c-NeuroP,FA 22:6;O3
13315,LMFA04010490,ent-11-epi-11-J4-NeuroP,FA 22:7;O2
13316,LMFA04020097,"(10S,13R,17R)-d15-11-NeuroF[11R,14R]",FA 22:5;O4
13317,LMFA04020279,"(14R,17R,20S)-d18-13-NeuroF[13R,16S]",FA 22:5;O4
13318,LMFA04020519,"(4S,7R,10S)-d5-8-NeuroF[8S,11R]",FA 22:5;O4
13319,LMFA05000709,"5,6-undecadien-8,10-diyn-1-ol",FOH 11:6
13320,LMSL03000286,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S]))",
13321,LMSL03001040,"PAT18(26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
13322,LMGL03016817,"TG(20:1(11Z)/22:2(13Z,16Z)/22:3(10Z,13Z,16Z))[iso6]",TG 64:6
13323,LMSL03001174,"PAT18(24:0(2Me[S],3OH[S],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",
13324,LMSP0601DV05,,Hex(4)-HexNAc-NeuAc-Cer 42:1;O2
13325,LMSP02040050,omega-linoleoyloxy-Cer(d20:1/26:0),ACer 64:3;O3
13326,LMSP02040065,omega-linoleoyloxy-Cer(d21:1/32:0),ACer 71:3;O3
13327,LMSP02040145,omega-linoleoyloxy-Cer(t17:0/32:0),ACer 67:2;O4
13328,LMSP02040160,omega-linoleoyloxy-Cer(t21:0/30:0),ACer 69:2;O4
13329,LMSP02040162,omega-linoleoyloxy-Cer(t22:0/31:0),ACer 71:2;O4
13330,LMFA07090077,FAHFA 15:0/7O(FA 18:0),FAHFA 33:0;O
13331,LMFA07090091,FAHFA 14:0/9O(FA 18:0),FAHFA 32:0;O
13332,LMFA07090098,"FAHFA 18:2(9Z,12Z)/15O(FA 18:2(9Z,12Z)[S])",FAHFA 36:4;O
13333,LMSP02010103,Cer(d18:1/26:0(26OH)),Cer 44:1;O3
13334,LMSP02010129,Cer(d18:1/34:0),Cer 52:1;O2
13335,LMFA05000721,Callyspongenol D,FOH 20:9
13336,LMST01130021,1beta-hydroxybufalin,ST 24:4;O5
13337,LMST01031147,5-dihydroergosteryl-linoleate,
13338,LMFA13030014,3-O-alpha-L-rhamnopyranosyl-3-hydroxymyristoyl-3-hydroxydecanoic acid,
13339,LMFA08020278,Semiplenamide D,NA 26:2;O2
13340,LMGP01012252,PC(11:0/14:0),PC 25:0
13341,LMSP05010095,Chrysogeside C,HexCer 34:3;O3
13342,LMFA13030012,3-O-alpha-L-rhamnopyranosyl-3-hydroxyundecanoyl-3-hydroxydecanoic acid,
13343,LMFA07090114,FAHFA 3:0/2O(FA 22:0),FAHFA 25:0;O
13344,LMST01130012,19-hydroxytelocinobufagin,ST 24:4;O6
13345,LMSP05010124,LacCer(d16:0/24:0),Hex2Cer 40:0;O2
13346,LMPR0103090028,Elephantopinolide K,
13347,LMSP03010097,SM(d16:0/25:0),SM 41:0;O2
13348,LMFA13040058,bhos#42,
13349,LMFA13040070,bhos#30,
13350,LMFA13040076,bhos#26,
13351,LMFA13040088,bhos#18,
13352,LMPK02000063,thuwalenyne B,
13353,LMSP03010096,SM(d18:0/23:0),SM 41:0;O2
13354,LMFA13040093,oscr#12,
13355,LMST01020106,Cholesteryl hexacosanoate,CE 26:0
13356,LMGP02011271,PE(12:0(11Me)/14:0(13Me)),PE 28:0
13357,LMGP12010411,"CL(1'-[18:0/20:4(5Z,8Z,11Z,14Z)],3'-[18:0/18:1(9Z)])",CL 74:5
13358,LMFA01050537,"9,10,13-trihydroxy-Octadecanoic acid",FA 18:0;O3
13359,LMFA05000608,"2,4-Nonadien-1-ol",FOH 9:2
13360,LMFA05000598,1-Deoxy-D-glucitol,FOH 6:0;O4
13361,LMFA07070073,hydroxyisovaleroyl carnitine,CAR 5:0;O
13362,LMFA05000609,"2,6-Dimethyl-6-hepten-1-ol",FOH 9:1
13363,LMFA07010902,WE 7:0/7:0,WE 14:0
13364,LMFA01030972,2-Methyl-4-pentenoic acid,FA 6:1
13365,LMFA01030942,"(2R,3R,23Z,33Z)-3-hydroxy-2-octyldopentaconta-23,33-dienoic acid",FA 60:2;O
13366,LMFA01030925,but-2-enoic acid,FA 4:1
13367,LMST04030221,(25S)-Delta(4)-dafachronic acid,ST 27:3;O3
13368,LMGL03016521,"TG(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",TG 58:11
13369,LMGL03015247,"TG(15:0/19:0/22:3(10Z,13Z,16Z))[iso6]",TG 56:3
13370,LMGL03015224,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]",TG 53:6
13371,LMGL03015217,"TG(15:0/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",TG 55:7
13372,LMGL03014277,"TG(14:0/17:0/18:3(6Z,9Z,12Z))[iso6]",TG 49:3
13373,LMGL03013073,"TG(18:3(6Z,9Z,12Z)/21:0/21:0)[iso3]",TG 60:3
13374,LMGL03012739,TG(13:0/20:0/20:0)[iso3],TG 53:0
13375,LMGP03010335,"PS(18:1(9Z)/20:3(8Z,11Z,14Z))",PS 38:4
13376,LMGP10010850,PA(21:0/21:0),PA 42:0
13377,LMGP01011669,"PC(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",PC 40:7
13378,LMGP01011425,"PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))",PC 35:5
13379,LMGP02010518,PE(16:1(9Z)/15:0),PE 31:1
13380,LMFA01170089,3-hydroxy-dodecanedioic acid,FA 12:1;O3
13381,LMPK12050102,Demethyltexasin,
13382,LMPK12110417,Yinyanghuo B,
13383,LMST01010233,,ST 29:1;O2
13384,LMST01031016,campest-4-en-3beta-ol,ST 28:1;O
13385,LMPR0102060003,(-)-cis-chrysanthemic acid,
13386,LMPR02020058,didesmethyl tocotrienol,
13387,LMPK12120396,Licodione,
13388,LMFA01170063,Itaconic acid,FA 5:2;O2
13389,LMPK06000001,Nystatin,
13390,LMGL03012612,TG(18:1(9Z)/18:1(6Z)/18:1(9Z)),TG 54:3
13391,LMGL03012440,"TG(22:0/22:1(13Z)/22:3(10Z,13Z,16Z))[iso6]",TG 66:4
13392,LMGL03012353,"TG(20:2(11Z,14Z)/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",TG 64:7
13393,LMGL03010825,TG(17:0/19:0/22:0)[iso6],TG 58:0
13394,LMGL02010150,"DG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]",DG 38:5
13395,LMGP01010915,PC(18:1(9Z)/24:0),PC 42:1
13396,LMSP03010021,SM(d18:0/20:0),SM 38:0;O2
13397,LMST04010239,,ST 24:3;O4
13398,LMGL02010006,DG(16:0/18:1(9Z)/0:0),DG 34:1
13399,LMFA01150001,Furocarpic acid,FA 18:3;O
13400,LMSP05010092,Chrysogeside D,HexCer 37:3;O3
13401,LMGL03016888,"1,3-(8R,9R-epoxy-octadec-13Z,15Z-dien-4,6-diynoyl)-2-(palmitoyl)-sn-glycerol",TG 51:14;O2
13402,LMST01130051,2beta-hydroxymelianthusigenin,ST 28:7;O9
13403,LMPK13090048,Stilbostemin N,
13404,LMST01010402,Pentalinonsterol,ST 27:4;O
13405,LMGP20020055,PE(0:0/20:4;O),LPE 20:4;O
13406,LMST04010457,3-oxo-cholyl-CoA,
13407,LMPR0103540007,Austrobuxusin G,
13408,LMPR0103540010,epi-Austrobuxusin G,
13409,LMPR0103540012,Austrobuxusin J,
13410,LMPR0103540018,Austrobuxusin C,
13411,LMGP14010009,As-PL(18:0/16:0),
13412,LMFA04000098,Mar1n-3 DPA,FA 22:5;O2
13413,LMPR0105050007,Ophiobolin S,
13414,LMSP05010133,Cerebroside B,HexCer 35:2;O3
13415,LMPR0105020006,Somaliensene A,
13416,LMFA01060235,29-Oxotriacontanoic acid,FA 30:1;O
13417,LMFA08030044,p-coumaroyl-homoserine lactone,
13418,LMGL02010000,"1,2-DG",
13419,LMST01010427,11-Hydroxy-cyasterone,ST 29:4;O9
13420,LMPR0103160005,Herbertenelactol,
13421,LMPR0106150049,Brahucin B,
13422,LMPK11000017,"6-epi-19,20-epoxycytochalasin P",
13423,LMSP02010000,Ceramide,
13424,LMPR0106150053,Arenaroside D,
13425,LMGL05010053,MGDG(16:0/16:1(9Z)),MGDG 32:1
13426,LMGL05010060,MGDG-O,MGDG 34:7;O
13427,LMGL04010012,"MGMG(18:4(6Z,9Z,12Z,15Z)/0:0)",MGMG 18:4
13428,LMST05050030,14:0-Glc-Cholesterol,
13429,LMST01040265,"Stigmastane-3,6-dione",ST 29:2;O2
13430,LMFA07050000,acyl CoA,
13431,LMST01160030,Zenkersterone,ST 28:4;O8
13432,LMGP04010994,PG(14:0(13Me)/14:0(13Me)),PG 30:0
13433,LMST05050001,Ptilosaponoside A,
13434,LMSL03001305,6-O-(15-methyl-palmitoyl)-6'-O-oleoyltrehalose,
13435,LMFA03010236,"(5E)-13,14-dihydro-PGB2",FA 20:4;O2
13436,LMSP05000014,Galalpha1-6Glcbeta-Cer(t19:1/22:0(2OH[R]),
13437,LMGP01010380,PC(10:0/10:0),PC 20:0
13438,LMFA03110106,ent-PGE2,FA 20:4;O3
13439,LMFA03110108,ent-PGF2alpha,FA 20:3;O3
13440,LMSP01060001,Sphingosine-1-phosphocholine,LSM 18:1;O2
13441,LMFA08030001,N-(3-oxododecanoyl) homoserine lactone,
13442,LMFA11000114,9Z-Pentacosene,
13443,LMFA08040055,Nervonoyl-EA,NAE 24:1
13444,LMFA08040053,Tricosanoyl-EA,NAE 23:0
13445,LMFA02010001,12-oxo-PDA,FA 18:4;O
13446,LMFA01030764,cis-parinaric acid,FA 18:4
13447,LMFA08040044,Arachidonoyl-EA(d8),
13448,LMFA08020085,Capsaicin,NA 18:5;O2
13449,LMPK12030005,Epigallocatechin 3-gallate,
13450,LMFA02000282,"12S,13R-EpOME",FA 18:2;O
13451,LMPK12111227,Cirsiliol,
13452,LMFA03000006,"17R,18S-EpETE",FA 20:5;O
13453,LMST04010006,Alloisolithocholic Acid,ST 24:1;O3
13454,LMGL03010371,"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",TG 54:6
13455,LMST01030103,Campestanol,ST 28:0;O
13456,LMST01020007,18:0 Cholesterol ester,CE 18:0
13457,LMFA08040068,"N-(17,18-epoxy-5Z,8Z,11Z,14Z-eicosatetraenoyl)-ethanolamine",NAE 20:5;O
13458,LMFA01150013,11-(3-methyl-5-pentylfuran-2-yl)-undecanoic acid,FA 21:3;O
13459,LMFA01050012,DL-3-hydroxy caproic acid,FA 6:0;O
13460,LMSP03010005,SM(d18:1/20:0),SM 38:1;O2
13461,LMFA01050080,DL-Cerebronic acid,FA 24:0;O
13462,LMST02020074,Testosterone cypionate,ST 27:4;O3
13463,LMFA07010189,"3,7-Dimethyl-2E,6-octadienyl acetate",SFE 12:2
13464,LMPR01090021,"13-cis-retinoic acid,Isotretinoin",
13465,LMPR01090003,11-cis-retinal,
13466,LMFA03020018,20-hydroxy LTB4,FA 20:4;O3
13467,LMFA07090017,FAHFA 16:1(9Z)/5O(FA 18:0),FAHFA 34:1;O
13468,LMFA07090024,FAHFA 16:1(9Z)/13O(FA 18:0),FAHFA 34:1;O
13469,LMFA04050006,MCTR2,
13470,LMST02030149,"(20R)-17,20-dihydroxypregn-4-en-3-one",ST 21:2;O3
13471,LMPK07000005,Oxytetracycline,
13472,LMST01010104,Cucurbitacin B,ST 32:6;O8
13473,LMST01010088,27-hydroxy-cholesterol(25R),ST 27:1;O2
13474,LMFA08040008,"Anandamide (20:5, n-3)",NAE 20:5
13475,LMST01090013,,
13476,LMFA01031243,,FA 30:3
13477,LMST01130071,,ST 23:5;O5
13478,LMPK13040030,8-O-methylchrysophanol,
13479,LMPR01030050,Macrophyllic acid D,
13480,LMFA09000017,,
13481,LMFA09000018,,
13482,LMPR01040145,Presphaerol,
13483,LMPK12113406,3-n-pentadecyl-4'-methoxyluteolin,
13484,LMPK13070010,Oblatone D,
13485,LMST01031184,,ST 28:3;O4
13486,LMFA12000390,26-methylheptacosane-2-one,
13487,LMFA12000393,2-nonacosanone,
13488,LMSP05010167,Ophidiacerebroside D,HexCer 42:3;O3
13489,LMFA03000032,,FA 20:4;O3
13490,LMST01010481,Calibagenin,ST 27:1;O3
13491,LMSP05010184,GlcCer(d16:1(4E)(15Me)/21:0(2OH),HexCer 38:1;O3
13492,LMSP05010190,GlcCer(d16:1(4E)(15Me)/20:0(19Me)(2OH),HexCer 38:1;O3
13493,LMFA07050407,,CoA 18:4
13494,LMFA07050439,"3S-hydroxy-7Z,10Z-hexadecadienoyl-CoA",CoA 16:2;O
13495,LMFA07050441,"2E,4Z,7Z,10Z,13Z,16Z,19Z-docosaheptaenoyl-CoA",CoA 22:7
13496,LMFA07050464,"3-oxo-6Z,9Z-dodecatrienoyl-CoA",CoA 12:3;O
13497,LMST01010483,Ehrensteroid B,ST 30:2;O5
13498,LMPK12050018,Formononetin 7-O-rutinoside,
13499,LMPK12010233,Oxycoccicyanin,
13500,LMGL02030040,"2,3-Di-O-dihydro-14,15-geranylgeranyl-sn- glycerol",DG dO-40:6
13501,LMPK03000096,,
13502,LMST05050063,,
13503,LMFA08020381,,NA 16:3
13504,LMPR01070458,Dihydroxylycopene diglucoside,
13505,LMPR01070488,2-Ketorhodovibrin,
13506,LMPR01070547,2-Hydroxymyxol-2'-fucoside,
13507,LMPR01070581,4-Ketophleixanthophyll,
13508,LMPR01070580,Myxobactone,
13509,LMPR01070599,"alpha-Zeacarotene-3,17'-diol",
13510,LMPR01070594,Gelliodesxanthin,
13511,LMPR01070311,Fucoxanthinol 3-linoleate,
13512,LMPR01070611,"Dihydro-gamma,psi-carotene",
13513,LMPR01070616,(9Z)-Chlorobactene,
13514,LMPR01070650,"7',8'-Didehydrodeepoxyneoxanthin",
13515,LMPR01080019,"7',8',11',12'-Dehydrononaprenoxanthin",
13516,LMPK12010170,,
13517,LMPK12010030,,
13518,LMPK12111190,6-Hydroxyluteolin 7-sophoroside,
13519,LMPR01070762,Pittosporumxanthin C1,
13520,LMSL01010002,UDP-GlcNAc,
13521,LMPK12010384,,
13522,LMPR01070802,(9Z)-Astaxanthin,
13523,LMPR01070809,"Astaxanthin-5,8-peroxide",
13524,LMST01080102,Parisvanioside A,
13525,LMPR01080055,Ficaprenol 11,
13526,LMPR01070853,Halocynthiaxanthin 3'-acetate pyropheophorbide A ester,
13527,LMST01100049,Perviridisinol B,ST 30:3;O3
13528,LMPR01070877,Semi-beta-carotenone,
13529,LMPR01070883,Ceratoxanthone,
13530,LMPR01070906,Anhydromicromonol,
13531,LMFA08020389,(S)-(-)-N-(alpha-methylbenzyl)-linoleamide,NA 26:6
13532,LMPR01070929,2-Keto-alpha-carotene,
13533,LMPR01070964,Anhydrolutein I,
13534,LMPR01070968,Isocarotene,
13535,LMPR01070997,Clathriaxanthin,
13536,LMPR01071005,"Cryptocapsin-5,8-epoxide",
13537,LMPR01071015,Bastaxanthol C,
13538,LMPK12070133,6alpha-Hydroxymaackiain,
13539,LMST01120048,15beta-hydroxycalotropin,
13540,LMST01040286,Decortinone,ST 29:3;O2
13541,LMPK13080007,Emeguisin C,
13542,LMPK13090057,Aspergillusether F,
13543,LMST01060045,7alpha-methoxy-Gorgosterol,ST 31:2;O2
13544,LMST01031257,Michosterol B,ST 31:2;O7
13545,LMST01160056,Sinubrasolide L,ST 28:5;O3
13546,LMST01031267,Nephtheasteroid A,ST 27:3;O
13547,LMST01060047,,ST 29:3;O3
13548,LMST03020692,Subergorgiaol H,
13549,LMGL05010078,MGDG(16:0/14:0),MGDG 30:0
13550,LMSL05000018,6-O-Linolenylsucrose,
13551,LMPR0106150060,Ardisiapunine A,
13552,LMPK03000105,Muridienin-2,
13553,LMPK03000106,Muridienin-4,
13554,LMFA11000249,"13,17-Dimethyltritetracontane",
13555,LMST01010517,Cucurbitacin C7,ST 32:6;O8
13556,LMPK12120418,Infectocaryone,
13557,LMST01010327,,ST 27:0;O7
13558,LMFA11000352,2-Methyltetracosane,
13559,LMGL03012102,"TG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6]",TG 62:9
13560,LMST03020038,"(24S,25R)-25,26-epoxy-1alpha,24-dihydroxy-27-norvitamin D3",
13561,LMGP10010146,"PA(15:0/18:4(6Z,9Z,12Z,15Z))",PA 33:4
13562,LMST04050011,Dinorhyodeoxycholic acid,ST 22:1;O4
13563,LMGP01010704,PC(17:0/15:0),PC 32:0
13564,LMGP04050033,PG(17:0/0:0),LPG 17:0
13565,LMGP10010222,"PA(16:1(9Z)/22:2(13Z,16Z))",PA 38:3
13566,LMFA01030369,15Z-eicosenoic acid,FA 20:1
13567,LMFA01030019,cis-beta-octenoic acid,FA 8:1
13568,LMPK12113332,,
13569,LMGP01011553,"PC(17:2(9Z,12Z)/14:0)",PC 31:2
13570,LMPK12110617,,
13571,LMPK12050085,Glyzaglabrin,
13572,LMFA07010904,WE 6:0/6:1(2E),WE 12:1
13573,LMGP10010582,"PA(20:2(11Z,14Z)/22:0)",PA 42:2
13574,LMGP02060030,1-(2-methoxy-18Z-pentacosenyl)-sn-glycero-3-phosphoethanolamine,LPE O-26:1;O
13575,LMFA05000570,(Z)-2-Nonen-1-ol,FOH 9:1
13576,LMGP03010103,"PS(14:0/20:2(11Z,14Z))",PS 34:2
13577,LMPK12140600,,
13578,LMGP02040015,,PE dO-34:4
13579,LMPR0105060001,(+)-Scalarin,
13580,LMST01020012,20:2 Cholesterol ester,CE 20:2
13581,LMST01031037,Mutasterol,ST 30:2;O
13582,LMGP10010799,"PA(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",PA 40:6
13583,LMFA01030467,4-dodecynoic acid,FA 12:2
13584,LMST03020026,1alpha-hydroxy-21-nor-20-oxavitamin D3 / 1alpha-hydroxy-21-nor-20-oxacholecalciferol,
13585,LMSP0601AS07,GD1a(d18:1/24:1(15Z)),Hex(3)-HexNAc-NeuAc(2)-Cer 42:2;O2
13586,LMPR01070210,Bixin,
13587,LMST01031072,Stoloniferone B,ST 28:4;O3
13588,LMST03020196,"2alpha-chloro-1beta,25-dihydroxyvitamin D3",
13589,LMGP04010324,PG(18:1(9Z)/14:1(9Z)),PG 32:2
13590,LMFA01020013,10-methyl-heptadecanoic acid,FA 18:0
13591,LMFA08020103,N-palmitoyl GABA,NA 20:1;O2
13592,LMPK15030004,5-n-nonadecylresorcinol,
13593,LMGL01020044,"1-O-(2R-methoxy-4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenyl)-sn-glycerol",MG O-23:6;O
13594,LMPR0104170016,Gibberellin A37,
13595,LMPR02010039,Dihydromenaquinone-8,
13596,LMST02010024,,ST 18:4;O2
13597,LMGP10010217,"PA(16:1(9Z)/20:3(8Z,11Z,14Z))",PA 36:4
13598,LMGP02010141,PE(18:0/20:1(11Z)),PE 38:1
13599,LMGL03013270,TG(12:0/15:0/17:0)[iso6],TG 44:0
13600,LMST02030255,,ST 21:5;O4
13601,LMST02030257,,ST 21:5;O3
13602,LMFA02000392,Ectocarpin A,FA 18:4;O
13603,LMPK12030004,Procyanidin B4,
13604,LMPR01090060,4-Oxoretinol,
13605,LMPK01000063,U-106305,
13606,LMGP07010000,PIP[3'],
13607,LMGL05020008,,
13608,LMST02030273,,ST 22:1;O5
13609,LMST01160060,Physachenolide A,ST 30:6;O10
13610,LMST05020066,Arapaimol B sulfate,ST 27:0;O6;S
13611,LMFA02010025,"14,15-dehydro-12-oxo-phytodienoic acid",FA 18:5;O
13612,LMPR0106200009,Isoarborinol,
13613,LMST01010526,,ST 28:1;O
13614,LMFA12000012,Diacetyl,
13615,LMSP06020015,(3'-sulfo)Galbeta-Cer(d18:1/24:1(15Z)),SHexCer 42:2;O2
13616,LMST04010040,Deoxycholic acid,ST 24:1;O4
13617,LMST01010557,Ecdysone 3-acetate,ST 29:3;O7
13618,LMST02020137,Rubrosterone,ST 19:3;O5
13619,LMST01031319,"Paxillosterone 20,22-p-BzOH acetal",ST 35:7;O9
13620,LMST01031323,25-hydroxyatrotosterone B,ST 28:3;O8
13621,LMFA01031285,8E-tetradecenoic acid,FA 14:1
13622,LMGP04010004,"PG(21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PG 43:6
13623,LMFA03010098,18-acetoxy-PGF2alpha-11-acetate,FA 24:5;O6
13624,LMFA03010143,D17 PGE1,FA 20:4;O3
13625,LMFA03120005,20-acetoxy-clavulone I,FA 27:9;O7
13626,LMFA03120010,chlorovulone III,
13627,LMFA03120017,clavulolactone III,FA 22:8;O3
13628,LMFA01020033,"2,6-dimethyl-nonadecanoic acid",FA 21:0
13629,LMFA01020068,9-methyl lauric acid,FA 13:0
13630,LMFA01030065,Thalictric acid,FA 18:1
13631,LMFA01030164,"4,7,11,14-hexadecatetraenoic acid",FA 16:4
13632,LMFA01030145,beta-calendic acid,FA 18:3
